trial_id,word,article,correct_type,obj_image,sub_image,phrase,trial_type,thisN,thisTrialN,thisRepN,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,instruction.started,Welcome.started,start_key.started,mouse_2.started,instruction.stopped,start_key.keys,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,trial.started,sentence.started,image_left.started,image_right.started,key_resp.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.02522570895962417,0.031023208983242512,0.031023208983242512,0.02524374984204769,1.3664322088006884,None,[0.135],[0.011666666666666667],[1],[0],[0],[1.3410709579475224],,,,,,,22,001,2026-04-25_16h11.07.368,experiment,2024.2.4,None,2026-04-25 16h11.16.553369 -0700,
81,plyne,None,sub,o20.png,s21.png,that_is,filler,0,0,0,0,0,0,80,1.636909499997273,,,,,,,,,,,,,,1.6289337088819593,1.636909499997273,1.636909499997273,1.636909499997273,1.636909499997273,0.26233287481591105,,,,,,,,
