trial_id,word,article,correct_type,obj_image,sub_image,phrase,trial_type,thisN,thisTrialN,thisRepN,key_resp.keys,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,instruction.started,Welcome.started,start_key.started,mouse_2.started,instruction.stopped,start_key.keys,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,trial.started,sentence.started,image_left.started,image_right.started,key_resp.started,mouse.started,trial.stopped,trials_loop.key_resp.keys,response,rt,response_method,correct_response,accuracy,trials_loop.mouse.x,trials_loop.mouse.y,trials_loop.mouse.leftButton,trials_loop.mouse.midButton,trials_loop.mouse.rightButton,trials_loop.mouse.time,thankyou.started,thankyou_text.started,end_key.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
31,phrup,a,obj,o10.png,s19.png,that_is,filler,73,73,0,None,0,73,73,30,91.67550158314407,,,,,,,,,,,,,,91.67137037520297,91.67550158314407,91.67550158314407,91.67550158314407,91.67550158314407,0.1684317090548575,92.34027591603808,None,f,0,mouse,j,0,[0.34833333333333333],[0.0],[1],[0],[0],[0.920219040941447],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
39,smeck,a,obj,o8.png,s6.png,there_is,filler,74,74,0,None,0,74,74,38,92.64304950018413,,,,,,,,,,,,,,92.63834570813924,92.64304950018413,92.64304950018413,92.64304950018413,92.64304950018413,0.29741858295165,92.93475979100913,None,j,0,mouse,j,1,[-0.47333333333333333],[-0.023333333333333334],[1],[0],[0],[0.6687170839868486],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
23,tharge,None,sub,o23.png,s1.png,look,critical,75,75,0,None,0,75,75,22,93.22209104103968,,,,,,,,,,,,,,93.21747604105622,93.22209104103968,93.22209104103968,93.22209104103968,93.22209104103968,0.2820447499398142,93.62443170812912,None,f,0,mouse,f,1,[0.305],[0.013333333333333334],[1],[0],[0],[0.29623425006866455],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
69,boarse,None,sub,o11.png,s17.png,look,critical,76,76,0,None,0,76,76,68,93.88903216621839,,,,,,,,,,,,,,93.88387216604315,93.88903216621839,93.88903216621839,93.88903216621839,93.88903216621839,0.25881779193878174,94.09105287515558,None,j,0,mouse,f,0,[-0.365],[-0.035],[1],[0],[0],[0.4067782089114189],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
95,tharge,a,obj,o4.png,s23.png,that_is,filler,77,77,0,None,0,77,77,94,94.3800857081078,,,,,,,,,,,,,,94.37531625013798,94.3800857081078,94.3800857081078,94.3800857081078,94.3800857081078,0.28362199990078807,95.23552200011909,None,j,0,mouse,j,1,[0.45166666666666666],[-0.035],[1],[0],[0],[0.20698524988256395],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
56,fusk,None,sub,o18.png,s11.png,that_is,filler,78,78,0,None,0,78,78,55,95.52239604108036,,,,,,,,,,,,,,95.51815975015052,95.52239604108036,95.52239604108036,95.52239604108036,95.52239604108036,0.2820348748937249,95.62489508301951,None,j,0,mouse,f,0,[0.45666666666666667],[0.02666666666666667],[1],[0],[0],[0.8600254580378532],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
97,flane,a,obj,o12.png,s12.png,look,critical,79,79,0,None,0,79,79,96,95.91568854101934,,,,,,,,,,,,,,95.91056941612624,95.91568854101934,95.91568854101934,95.91568854101934,95.91568854101934,0.2850635419599712,96.52478341618553,None,j,0,mouse,f,0,[0.45666666666666667],[0.02666666666666667],[1],[0],[0],[0.106563082896173],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
45,stutch,None,sub,o4.png,s25.png,look,critical,80,80,0,None,0,80,80,44,96.69463958311826,,,,,,,,,,,,,,96.69028291618451,96.69463958311826,96.69463958311826,96.69463958311826,96.69463958311826,0.1648262080270797,96.91831875010394,None,j,0,mouse,j,1,[0.49833333333333335],[-0.04833333333333333],[1],[0],[0],[0.6140156660694629],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
3,wis,a,obj,o9.png,s12.png,look,critical,81,81,0,None,0,81,81,2,97.21489637508057,,,,,,,,,,,,,,97.20982250012457,97.21489637508057,97.21489637508057,97.21489637508057,97.21489637508057,0.29090641695074737,97.26809987518936,None,j,0,mouse,j,1,[0.465],[-0.045],[1],[0],[0],[0.22785829100757837],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
33,rop,None,sub,o12.png,s13.png,there_is,filler,82,82,0,None,0,82,82,32,97.55131745804101,,,,,,,,,,,,,,97.54641041602008,97.55131745804101,97.55131745804101,97.55131745804101,97.55131745804101,0.2777265841141343,97.80753750004806,None,j,0,mouse,j,1,[0.465],[-0.045],[1],[0],[0],[0.05810374999418855],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
2,stutch,a,obj,o7.png,s20.png,look,critical,83,83,0,None,0,83,83,1,98.11143625015393,,,,,,,,,,,,,,98.10718208318576,98.11143625015393,98.11143625015393,98.11143625015393,98.11143625015393,0.29902604199014604,98.15949766617268,None,j,0,mouse,j,1,[0.465],[-0.045],[1],[0],[0],[0.2609456251375377],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
94,wug,None,sub,o1.png,s10.png,look,critical,84,84,0,None,0,84,84,93,98.42143500014208,,,,,,,,,,,,,,98.41624800022691,98.42143500014208,98.42143500014208,98.42143500014208,98.42143500014208,0.25618379190564156,98.60191591619514,None,j,0,mouse,j,1,[0.465],[-0.045],[1],[0],[0],[0.05213883309625089],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
19,clet,a,obj,o15.png,s16.png,that_is,filler,85,85,0,None,0,85,85,18,98.89575312519446,,,,,,,,,,,,,,98.89100791607052,98.89575312519446,98.89575312519446,98.89575312519446,98.89575312519446,0.28852795786224306,99.00678308308125,None,j,0,mouse,j,1,[0.4666666666666667],[-0.04833333333333333],[1],[0],[0],[0.18548304098658264],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
35,clet,None,sub,o21.png,s4.png,look,critical,86,86,0,None,0,86,86,34,99.18035866622813,,,,,,,,,,,,,,99.17612883308902,99.18035866622813,99.18035866622813,99.18035866622813,99.18035866622813,0.16869887500070035,99.4352290830575,None,j,0,mouse,j,1,[0.465],[-0.06166666666666667],[1],[0],[0],[0.11555604217574],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
80,tib,None,sub,o4.png,s19.png,look,critical,87,87,0,None,0,87,87,79,99.59606858319603,,,,,,,,,,,,,,99.59209333313629,99.59606858319603,99.59606858319603,99.59606858319603,99.59606858319603,0.1561392501462251,99.8687008752022,None,j,0,mouse,j,1,[0.47333333333333333],[-0.06],[1],[0],[0],[0.2588694170117378],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
60,tarb,None,sub,o12.png,s13.png,that_is,filler,88,88,0,None,0,88,88,59,100.15808320813812,,,,,,,,,,,,,,100.15363341616467,100.15808320813812,100.15808320813812,100.15808320813812,100.15808320813812,0.28435716684907675,100.57370116608217,None,j,0,mouse,f,0,[0.45166666666666666],[-0.05],[1],[0],[0],[0.276433999883011],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
65,poy,None,sub,o21.png,s21.png,there_is,filler,89,89,0,None,0,89,89,64,100.8648800412193,,,,,,,,,,,,,,100.86048950022087,100.8648800412193,100.8648800412193,100.8648800412193,100.8648800412193,0.2861380830872804,101.1186994581949,None,j,0,mouse,j,1,[0.28],[-0.06333333333333334],[1],[0],[0],[0.41988866683095694],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
78,plyne,a,obj,o5.png,s25.png,that_is,filler,90,90,0,None,0,90,90,77,101.31013254122809,,,,,,,,,,,,,,101.30607404117472,101.31013254122809,101.31013254122809,101.31013254122809,101.31013254122809,0.18667016713880002,101.5406767912209,None,j,0,mouse,f,0,[0.285],[-0.04833333333333333],[1],[0],[0],[0.25803250004537404],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
50,praith,None,sub,o11.png,s10.png,there_is,filler,91,91,0,None,0,91,91,49,101.80655000009574,,,,,,,,,,,,,,101.80209400015883,101.80655000009574,101.80655000009574,101.80655000009574,101.80655000009574,0.26078200014308095,102.25743500003591,None,j,0,mouse,f,0,[0.285],[-0.04833333333333333],[1],[0],[0],[0.23440341581590474],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
70,trebe,None,sub,o18.png,s5.png,that_is,filler,92,92,0,None,0,92,92,69,102.56232241610996,,,,,,,,,,,,,,102.55809175013565,102.56232241610996,102.56232241610996,102.56232241610996,102.56232241610996,0.30001841695047915,102.7573322081007,None,j,0,mouse,f,0,[0.285],[-0.04833333333333333],[1],[0],[0],[0.45515749999321997],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
30,zeg,a,obj,o16.png,s12.png,there_is,filler,93,93,0,None,0,93,93,29,103.05740416608751,,,,,,,,,,,,,,103.05300466599874,103.05740416608751,103.05740416608751,103.05740416608751,103.05740416608751,0.2950362500268966,103.23592020804062,None,j,0,mouse,f,0,[0.285],[-0.04833333333333333],[1],[0],[0],[0.19905337505042553],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
66,clet,a,obj,o1.png,s9.png,look,critical,94,94,0,None,0,94,94,65,103.48795387521386,,,,,,,,,,,,,,103.4821140000131,103.48795387521386,103.48795387521386,103.48795387521386,103.48795387521386,0.2455939168576151,103.63514770800248,None,j,0,mouse,f,0,[0.285],[-0.04833333333333333],[1],[0],[0],[0.1827299171127379],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
53,flane,a,obj,o4.png,s23.png,that_is,filler,95,95,0,None,0,95,95,52,103.92138408310711,,,,,,,,,,,,,,103.91640204121359,103.92138408310711,103.92138408310711,103.92138408310711,103.92138408310711,0.2806147919036448,104.07421837514266,None,j,0,mouse,j,1,[0.285],[-0.04833333333333333],[1],[0],[0],[0.15285566705279052],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
100,crolt,a,obj,o14.png,s25.png,that_is,filler,96,96,0,None,0,96,96,99,104.24329637503251,,,,,,,,,,,,,,104.23955345805734,104.24329637503251,104.24329637503251,104.24329637503251,104.24329637503251,0.1647214579861611,104.48511933302507,None,j,0,mouse,f,0,[0.285],[-0.04833333333333333],[1],[0],[0],[0.15764233306981623],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
26,boarse,a,obj,o20.png,s8.png,that_is,filler,97,97,0,None,0,97,97,25,104.77341304114088,,,,,,,,,,,,,,104.7693457081914,104.77341304114088,104.77341304114088,104.77341304114088,104.77341304114088,0.2836719579063356,104.90168420807458,None,j,0,mouse,j,1,[0.285],[-0.04833333333333333],[1],[0],[0],[0.2454050830565393],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
40,wug,None,sub,o10.png,s24.png,there_is,filler,98,98,0,None,0,98,98,39,105.1893796660006,,,,,,,,,,,,,,105.1848907081876,105.1893796660006,105.1893796660006,105.1893796660006,105.1893796660006,0.28265150007791817,105.35194491618313,None,j,0,mouse,j,1,[0.285],[-0.04833333333333333],[1],[0],[0],[0.13216925016604364],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
62,flane,None,sub,o22.png,s24.png,look,critical,99,99,0,None,0,99,99,61,105.63777975016274,,,,,,,,,,,,,,105.63320220820606,105.63777975016274,105.63777975016274,105.63777975016274,105.63777975016274,0.28041733312420547,105.77403712505475,None,j,0,mouse,f,0,[0.285],[-0.04833333333333333],[1],[0],[0],[0.16684158402495086],,,,300505,001,2026-04-25_15h51.50.308,experiment,2024.2.4,None,2026-04-25 15h52.03.406853 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.285],[-0.04833333333333333],[1],[0],[0],[0.1406484160106629],105.77480795816518,105.78260925016366,105.78260925016366,,,,,,,,
