trial_id,word,article,correct_type,obj_image,sub_image,phrase,trial_type,thisN,thisTrialN,thisRepN,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,instruction.started,Welcome.started,start_key.started,mouse_2.started,instruction.stopped,start_key.keys,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,trial.started,sentence.started,image_left.started,image_right.started,key_resp.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.020772542105987668,0.027721500024199486,0.027721500024199486,0.0207915420178324,2.4123212080448866,None,[-0.011666666666666667],[-0.02],[1],[0],[0],[2.391392624936998],,,,,,,33,001,2026-04-25_16h13.30.413,experiment,2024.2.4,None,2026-04-25 16h13.39.971649 -0700,
67,trebe,None,sub,o8.png,s11.png,look,critical,0,0,0,0,0,0,66,2.7154163331724703,,,,,,,,,,,,,,2.6775930831208825,2.7154163331724703,2.7154163331724703,2.7154163331724703,2.7154163331724703,0.2650866250041872,,,,,,,,
